request_id,request_type,node_id,node_type,runner,start_timestamp,completion_timestamp
81,2,0,PROMPT,a100-80gb_0,82.0,82.08609110843896
81,2,1,TOKEN,a100-80gb_0,82.08609110843896,99.22802279661231
127,2,0,PROMPT,a100-80gb_1,138.71136014418363,138.78620092823263
127,2,1,TOKEN,a100-80gb_1,138.78620092823263,145.51677533340498
146,2,0,PROMPT,a100-80gb_1,147.03928279240606,147.1329830116889
146,2,1,TOKEN,a100-80gb_1,147.1329830116889,152.81228669208102
127,2,0,PROMPT,a100-80gb_0,112.01833936170223,112.0932021655784
127,2,1,TOKEN,a100-80gb_0,112.0932021655784,159.62002964246233
127,2,0,PROMPT,a100-80gb_1,146.51677533340498,146.6712045046232
127,2,1,TOKEN,a100-80gb_1,146.6712045046232,180.73365395103824
127,2,0,PROMPT,a100-80gb_1,180.73365395103824,180.8355420738927
127,2,1,TOKEN,a100-80gb_1,180.8355420738927,202.07891754021796
127,2,0,PROMPT,a100-80gb_0,140.69814338756092,140.7954543529959
127,2,1,TOKEN,a100-80gb_0,159.62002964246233,210.49818074007567
127,2,0,PROMPT,a100-80gb_1,203.11718059767847,203.21099365277857
127,2,1,TOKEN,a100-80gb_1,203.21099365277857,211.20408772147857
127,2,0,PROMPT,a100-80gb_0,212.2367201164548,212.3202651121848
127,2,1,TOKEN,a100-80gb_0,212.3202651121848,216.47484966132538
127,2,0,PROMPT,a100-80gb_0,160.67168189327052,160.75502927684875
127,2,1,TOKEN,a100-80gb_0,210.49818074007567,217.15846954877998
127,2,0,PROMPT,a100-80gb_1,202.07891754021796,202.2232761844915
127,2,1,TOKEN,a100-80gb_1,202.2232761844915,218.25015780189338
127,2,0,PROMPT,a100-80gb_1,219.25158393184574,219.35047459872226
127,2,1,TOKEN,a100-80gb_1,219.35047459872226,220.61254208325383
127,2,0,PROMPT,a100-80gb_1,218.25015780189338,218.35767951865878
127,2,1,TOKEN,a100-80gb_1,218.35767951865878,228.95084446246437
127,2,0,PROMPT,a100-80gb_1,211.49818074007567,211.58180997613817
127,2,1,TOKEN,a100-80gb_1,211.58180997613817,235.34197359966075
217,2,0,PROMPT,a100-80gb_0,218.0257717158754,218.12195432313786
217,2,1,TOKEN,a100-80gb_0,218.12195432313786,251.25345136058797
127,2,0,PROMPT,a100-80gb_0,217.5265478365628,217.65766869955368
127,2,1,TOKEN,a100-80gb_0,217.65766869955368,257.6689610736235
200,2,0,PROMPT,a100-80gb_0,210.49818074007567,210.6065496156015
200,2,1,TOKEN,a100-80gb_0,210.6065496156015,261.5302766499386
220,2,0,PROMPT,a100-80gb_1,221.0332029835771,221.11550882933082
220,2,1,TOKEN,a100-80gb_1,221.11550882933082,268.1536517286345
127,2,0,PROMPT,a100-80gb_1,212.2128013266231,212.3107893069616
127,2,1,TOKEN,a100-80gb_1,235.34197359966075,273.61771060037745
270,2,0,PROMPT,a100-80gb_1,273.61771060037745,273.7704035921393
270,2,1,TOKEN,a100-80gb_1,273.7704035921393,280.3445549028429
127,2,0,PROMPT,a100-80gb_1,235.34197359966075,235.5478991211213
127,2,1,TOKEN,a100-80gb_1,273.61771060037745,284.7620878411696
227,2,0,PROMPT,a100-80gb_1,235.34197359966075,235.5478991211213
227,2,1,TOKEN,a100-80gb_1,273.61771060037745,298.81716808430383
127,2,0,PROMPT,a100-80gb_1,235.34197359966075,235.5478991211213
127,2,1,TOKEN,a100-80gb_1,273.61771060037745,322.5319263400283
127,2,0,PROMPT,a100-80gb_1,284.7620878411696,284.8818396092677
127,2,1,TOKEN,a100-80gb_1,322.5319263400283,368.8046253755882
127,2,0,PROMPT,a100-80gb_1,368.8046253755882,368.9083043912826
127,2,1,TOKEN,a100-80gb_1,368.9083043912826,415.49649910208507
425,2,0,PROMPT,a100-80gb_1,426.0168356781198,426.15218351228873
425,2,1,TOKEN,a100-80gb_1,426.15218351228873,442.7168192467657
127,2,0,PROMPT,a100-80gb_1,415.49649910208507,415.6054783951188
127,2,1,TOKEN,a100-80gb_1,415.6054783951188,465.5902557018436
127,2,0,PROMPT,a100-80gb_1,465.5902557018436,465.66803799101206
127,2,1,TOKEN,a100-80gb_1,465.66803799101206,486.2817085651311
465,2,0,PROMPT,a100-80gb_1,466.0361162787949,466.18545684513964
465,2,1,TOKEN,a100-80gb_1,466.18545684513964,495.2364092777044
127,2,0,PROMPT,a100-80gb_1,466.6061460066502,466.77224870008047
127,2,1,TOKEN,a100-80gb_1,486.2817085651311,517.2700041118183
466,2,0,PROMPT,a100-80gb_1,486.2817085651311,486.45393307888827
466,2,1,TOKEN,a100-80gb_1,486.45393307888827,522.4628678771575
127,2,0,PROMPT,a100-80gb_1,517.2700041118183,517.3620117938423
127,2,1,TOKEN,a100-80gb_1,517.3620117938423,564.7392883596464
127,2,0,PROMPT,a100-80gb_1,564.7392883596464,564.8738414908422
127,2,1,TOKEN,a100-80gb_1,564.8738414908422,583.7610674494346
127,2,0,PROMPT,a100-80gb_1,565.7677459040292,565.8829791856955
127,2,1,TOKEN,a100-80gb_1,583.7610674494346,590.9769878359765
