timestamp,model,prod,spot,memory_util
115.69110807709323,B,3,17,0.27853361813112415
115.69110807709323,C,3,17,0.27853361813112415
115.69110807709323,D,2,18,0.27853361813112415
115.7740014862775,A,9,11,0.3250689596537982
115.7740014862775,B,3,17,0.3250689596537982
115.7740014862775,C,3,17,0.3250689596537982
115.7740014862775,D,2,18,0.3250689596537982
116.0,A,9,11,0.12187352246492256
116.0,B,2,18,0.12187352246492256
116.0,C,3,17,0.12187352246492256
116.0,D,2,18,0.12187352246492256
117.11438140134364,A,9,11,0.005110126240789985
117.11438140134364,B,2,18,0.005110126240789985
117.11438140134364,C,3,17,0.005110126240789985
117.11438140134364,D,2,18,0.005110126240789985
117.92095624589811,A,9,11,0.23333001154403415
117.92095624589811,B,2,18,0.23333001154403415
117.92095624589811,C,3,17,0.23333001154403415
117.92095624589811,D,2,18,0.23333001154403415
118.2076001622147,A,9,11,0.294338547838339
118.2076001622147,B,2,18,0.294338547838339
118.2076001622147,C,3,17,0.294338547838339
118.2076001622147,D,2,18,0.294338547838339
118.33628556077845,A,9,11,0.35298513915255136
118.33628556077845,B,2,18,0.35298513915255136
118.33628556077845,C,3,17,0.35298513915255136
118.33628556077845,D,2,18,0.35298513915255136
121.49128176386654,A,9,11,0.305595477105163
121.49128176386654,B,2,18,0.305595477105163
121.49128176386654,C,3,17,0.305595477105163
121.49128176386654,D,2,18,0.305595477105163
122.14185184172857,A,9,11,0.29242889019485996
122.14185184172857,B,2,18,0.29242889019485996
122.14185184172857,C,3,17,0.29242889019485996
122.14185184172857,D,2,18,0.29242889019485996
122.58085171812473,A,9,11,0.3290139103120378
122.58085171812473,B,2,18,0.3290139103120378
122.58085171812473,C,3,17,0.3290139103120378
122.58085171812473,D,2,18,0.3290139103120378
122.91754493128136,A,9,11,0.4083149566649316
122.91754493128136,B,2,18,0.4083149566649316
122.91754493128136,C,3,17,0.4083149566649316
122.91754493128136,D,2,18,0.4083149566649316
123.29219910169617,A,9,11,0.4681173933949339
123.29219910169617,B,2,18,0.4681173933949339
123.29219910169617,C,3,17,0.4681173933949339
123.29219910169617,D,2,18,0.4681173933949339
124.29597701764588,A,9,11,0.43329126847569727
124.29597701764588,B,2,18,0.43329126847569727
124.29597701764588,C,3,17,0.43329126847569727
124.29597701764588,D,2,18,0.43329126847569727
126.0,A,9,11,0.3531861557466018
126.0,B,2,18,0.3531861557466018
126.0,C,3,17,0.3531861557466018
126.0,D,2,18,0.3531861557466018
126.58300928704254,A,9,11,0.35335615610836707
126.58300928704254,B,2,18,0.35335615610836707
126.58300928704254,C,3,17,0.35335615610836707
126.58300928704254,D,2,18,0.35335615610836707
126.73314225203357,A,9,11,0.3311438224657948
126.73314225203357,B,2,18,0.3311438224657948
126.73314225203357,C,3,17,0.3311438224657948
126.73314225203357,D,2,18,0.3311438224657948
126.8261136876495,A,9,11,0.36898519629578785
126.8261136876495,B,2,18,0.36898519629578785
126.8261136876495,C,3,17,0.36898519629578785
126.8261136876495,D,2,18,0.36898519629578785
127.0,A,9,11,0.005110126240789985
127.0,B,2,18,0.005110126240789985
127.0,C,3,17,0.005110126240789985
127.0,D,2,18,0.005110126240789985
127.6297047345199,A,9,11,0.39365998321547785
127.6297047345199,B,2,18,0.39365998321547785
127.6297047345199,C,3,17,0.39365998321547785
127.6297047345199,D,2,18,0.39365998321547785
128.12230812319163,A,9,11,0.4152190129273863
128.12230812319163,B,2,18,0.4152190129273863
128.12230812319163,C,3,17,0.4152190129273863
128.12230812319163,D,2,18,0.4152190129273863
129.56862512533368,A,9,11,0.2871714425172637
129.56862512533368,B,2,18,0.2871714425172637
129.56862512533368,C,3,17,0.2871714425172637
129.56862512533368,D,2,18,0.2871714425172637
130.13698307821156,A,9,11,0.2944080399030791
130.13698307821156,B,2,18,0.2944080399030791
130.13698307821156,C,3,17,0.2944080399030791
130.13698307821156,D,2,18,0.2944080399030791
130.3407349592708,A,9,11,0.35368869723172786
130.3407349592708,B,2,18,0.35368869723172786
130.3407349592708,C,3,17,0.35368869723172786
130.3407349592708,D,2,18,0.35368869723172786
130.62450276342005,A,9,11,0.4035910667047466
130.62450276342005,B,2,18,0.4035910667047466
130.62450276342005,C,3,17,0.4035910667047466
130.62450276342005,D,2,18,0.4035910667047466
131.321548672307,A,9,11,0.4308288151985795
131.321548672307,B,2,18,0.4308288151985795
131.321548672307,C,3,17,0.4308288151985795
131.321548672307,D,2,18,0.4308288151985795
131.7870875024015,A,9,11,0.4255018754562432
131.7870875024015,B,2,18,0.4255018754562432
131.7870875024015,C,3,17,0.4255018754562432
