timestamp,model,prod,spot,memory_util
607.4643245447962,A,12,8,0.01680402258347496
607.4643245447962,B,2,18,0.01680402258347496
607.4643245447962,C,10,10,0.01680402258347496
607.4643245447962,D,2,18,0.01680402258347496
607.8094384317836,A,12,8,0.01680402258347496
607.8094384317836,B,2,18,0.01680402258347496
607.8094384317836,C,10,10,0.01680402258347496
607.8094384317836,D,2,18,0.01680402258347496
613.0,A,12,8,0.0
613.0,B,2,18,0.0
613.0,C,10,10,0.0
613.0,D,2,18,0.0
615.6319193604204,A,12,8,0.006835914488776076
615.6319193604204,B,2,18,0.006835914488776076
615.6319193604204,C,10,10,0.006835914488776076
615.6319193604204,D,2,18,0.006835914488776076
622.2184127839108,A,12,8,0.0
622.2184127839108,B,2,18,0.0
622.2184127839108,C,10,10,0.0
622.2184127839108,D,2,18,0.0
628.0,A,12,8,0.0
628.0,B,2,18,0.0
628.0,C,10,10,0.0
628.0,D,2,18,0.0
629.5140366214231,A,12,8,0.5746810722589845
629.5140366214231,B,2,18,0.5746810722589845
629.5140366214231,C,11,9,0.5746810722589845
629.5140366214231,D,2,18,0.5746810722589845
630.0,A,13,7,0.5920086047227552
630.0,B,2,18,0.5920086047227552
630.0,C,11,9,0.5920086047227552
630.0,D,2,18,0.5920086047227552
648.0,A,13,7,0.0
648.0,B,2,18,0.0
648.0,C,11,9,0.0
648.0,D,2,18,0.0
649.0,A,13,7,0.0002351737106175904
649.0,B,2,18,0.0002351737106175904
649.0,C,11,9,0.0002351737106175904
649.0,D,2,18,0.0002351737106175904
650.0,A,13,7,0.0006026571716160288
650.0,B,2,18,0.0006026571716160288
650.0,C,11,9,0.0006026571716160288
650.0,D,2,18,0.0006026571716160288
655.0,A,13,7,0.0
655.0,B,2,18,0.0
655.0,C,11,9,0.0
655.0,D,2,18,0.0
658.0,A,13,7,0.0006717566258208635
658.0,B,2,18,0.0006717566258208635
658.0,C,11,9,0.0006717566258208635
658.0,D,2,18,0.0006717566258208635
667.0,A,13,7,0.004650663135806675
667.0,B,2,18,0.004650663135806675
667.0,C,11,9,0.004650663135806675
667.0,D,2,18,0.004650663135806675
670.0,A,13,7,0.012226201159433934
