request_id,request_type,node_id,node_type,runner,start_timestamp,completion_timestamp
0,2,0,PROMPT,a100-80gb_0,1.0,1.0100416816850193
0,2,1,TOKEN,a100-80gb_0,1.0100416816850193,6.232571105819661
389,2,0,PROMPT,a100-80gb_0,7.232571105819661,7.242598614350427
389,2,1,TOKEN,a100-80gb_0,7.242598614350427,18.095164892018307
389,2,0,PROMPT,a100-80gb_0,19.095164892018307,19.10519326391304
389,2,1,TOKEN,a100-80gb_0,19.10519326391304,26.794215023881293
389,2,0,PROMPT,a100-80gb_0,27.794215023881293,27.804250651826152
389,2,1,TOKEN,a100-80gb_0,27.804250651826152,32.683615924888294
389,2,0,PROMPT,a100-80gb_0,33.683615924888294,33.69364500945225
389,2,1,TOKEN,a100-80gb_0,33.69364500945225,37.80089094260126
389,2,0,PROMPT,a100-80gb_0,38.80089094260126,38.81092136254907
389,2,1,TOKEN,a100-80gb_0,38.81092136254907,44.32299553915113
389,2,0,PROMPT,a100-80gb_0,45.32299553915113,45.333023356325924
389,2,1,TOKEN,a100-80gb_0,45.333023356325924,51.606492993120106
389,2,0,PROMPT,a100-80gb_0,52.606492993120106,52.61652108515613
389,2,1,TOKEN,a100-80gb_0,52.61652108515613,58.546826570877805
389,2,0,PROMPT,a100-80gb_0,59.546826570877805,59.55685353552736
389,2,1,TOKEN,a100-80gb_0,59.55685353552736,62.76329357211105
389,2,0,PROMPT,a100-80gb_0,63.76329357211105,63.77332523841714
389,2,1,TOKEN,a100-80gb_0,63.77332523841714,74.65806315524806
389,2,0,PROMPT,a100-80gb_0,75.65806315524806,75.66811209251871
389,2,1,TOKEN,a100-80gb_0,75.66811209251871,80.19358933478733
389,2,0,PROMPT,a100-80gb_0,81.19358933478733,81.20361743182083
389,2,1,TOKEN,a100-80gb_0,81.20361743182083,87.09102739865844
389,2,0,PROMPT,a100-80gb_0,88.09102739865844,88.1010640058848
389,2,1,TOKEN,a100-80gb_0,88.1010640058848,95.92949620222625
389,2,0,PROMPT,a100-80gb_0,96.92949620222625,96.93952613253332
389,2,1,TOKEN,a100-80gb_0,96.93952613253332,97.77598875077254
