request_id,request_type,node_id,node_type,runner,start_timestamp,completion_timestamp
584,2,0,PROMPT,a100-80gb_0,585.0227047266675,585.2770037863052
584,2,1,TOKEN,a100-80gb_0,585.2770037863052,606.4643245447962
587,2,0,PROMPT,a100-80gb_0,588.0429618445453,588.2305614145578
587,2,1,TOKEN,a100-80gb_0,588.2305614145578,606.8094384317836
560,2,0,PROMPT,a100-80gb_0,561.0386940635959,561.3250633350859
560,2,1,TOKEN,a100-80gb_0,561.3250633350859,614.6319193604204
591,2,0,PROMPT,a100-80gb_1,592.0,592.2292187542569
591,2,1,TOKEN,a100-80gb_1,592.2292187542569,621.2184127839108
654,2,0,PROMPT,a100-80gb_0,655.0,655.1500051842429
654,2,1,TOKEN,a100-80gb_0,655.1500051842429,680.3804786575987
669,2,0,PROMPT,a100-80gb_0,670.0484106248147,670.1994881809912
669,2,1,TOKEN,a100-80gb_0,670.1994881809912,691.212020606687
689,2,0,PROMPT,a100-80gb_0,690.0478492312026,690.176625734683
689,2,1,TOKEN,a100-80gb_0,690.176625734683,692.5925293656786
681,2,0,PROMPT,a100-80gb_0,682.0485291113714,682.298454960302
681,2,1,TOKEN,a100-80gb_0,682.298454960302,701.7958028455296
666,2,0,PROMPT,a100-80gb_0,667.056281303565,667.2874995289151
666,2,1,TOKEN,a100-80gb_0,667.2874995289151,709.5133340753498
685,2,0,PROMPT,a100-80gb_0,686.0422815189593,686.3089713422671
685,2,1,TOKEN,a100-80gb_0,686.3089713422671,720.6146400752665
683,2,0,PROMPT,a100-80gb_0,684.0240465665067,684.201626822989
683,2,1,TOKEN,a100-80gb_0,684.201626822989,723.0304372841787
736,2,0,PROMPT,a100-80gb_0,737.0512818922371,737.2854155913919
736,2,1,TOKEN,a100-80gb_0,737.2854155913919,740.581683418885
693,2,0,PROMPT,a100-80gb_1,694.0,694.2437961232806
693,2,1,TOKEN,a100-80gb_1,694.2437961232806,747.1552064289812
741,2,0,PROMPT,a100-80gb_1,742.0445047885273,742.2085104911945
741,2,1,TOKEN,a100-80gb_1,742.2085104911945,748.9958138262475
727,2,0,PROMPT,a100-80gb_0,728.0345243488214,728.1933587928924
727,2,1,TOKEN,a100-80gb_0,728.1933587928924,755.8819289938997
708,2,0,PROMPT,a100-80gb_0,709.0432875915892,709.2832522383535
708,2,1,TOKEN,a100-80gb_0,709.2832522383535,766.2353456035232
714,2,0,PROMPT,a100-80gb_1,715.0078815294415,715.1256216035059
714,2,1,TOKEN,a100-80gb_1,715.1256216035059,773.8436944230938
738,2,0,PROMPT,a100-80gb_0,739.0110071975967,739.2011923969073
738,2,1,TOKEN,a100-80gb_0,739.2011923969073,792.4636640113055
