timestamp,model,prod,spot,memory_util
1.0,A,20,0,0.0
1.0,B,20,0,0.0
1.0,C,20,0,0.0
1.0,D,19,1,0.0
6.0,A,20,0,0.0
6.0,B,20,0,0.0
6.0,C,19,1,0.0
6.0,D,19,1,0.0
7.232571105819661,A,20,0,0.0
7.232571105819661,B,20,0,0.0
7.232571105819661,C,19,1,0.0
7.232571105819661,D,18,2,0.0
11.0,A,20,0,0.0
11.0,B,19,1,0.0
11.0,C,19,1,0.0
11.0,D,18,2,0.0
17.258706470781704,A,20,0,0.0
17.258706470781704,B,19,1,0.0
17.258706470781704,C,18,2,0.0
17.258706470781704,D,18,2,0.0
19.095164892018307,A,20,0,0.0
19.095164892018307,B,19,1,0.0
19.095164892018307,C,18,2,0.0
19.095164892018307,D,17,3,0.0
19.273933202618498,A,20,0,0.0
19.273933202618498,B,19,1,0.0
19.273933202618498,C,17,3,0.0
19.273933202618498,D,17,3,0.0
21.0,A,19,1,0.0
21.0,B,19,1,0.0
21.0,C,17,3,0.0
21.0,D,17,3,0.0
23.0,A,18,2,0.00038078427130074706
23.0,B,19,1,0.00038078427130074706
23.0,C,17,3,0.00038078427130074706
23.0,D,17,3,0.00038078427130074706
25.0,A,17,3,0.0008297243741882056
25.0,B,19,1,0.0008297243741882056
25.0,C,17,3,0.0008297243741882056
25.0,D,17,3,0.0008297243741882056
27.794215023881293,A,17,3,0.0
27.794215023881293,B,19,1,0.0
27.794215023881293,C,17,3,0.0
27.794215023881293,D,16,4,0.0
29.0,A,17,3,0.0008387118553097136
29.0,B,18,2,0.0008387118553097136
29.0,C,17,3,0.0008387118553097136
29.0,D,16,4,0.0008387118553097136
30.0,A,17,3,0.0
30.0,B,18,2,0.0
30.0,C,16,4,0.0
30.0,D,16,4,0.0
30.33597108623944,A,17,3,0.00024372752489530943
30.33597108623944,B,18,2,0.00024372752489530943
30.33597108623944,C,15,5,0.00024372752489530943
30.33597108623944,D,16,4,0.00024372752489530943
32.0,A,17,3,0.0014499858692494975
32.0,B,17,3,0.0014499858692494975
32.0,C,15,5,0.0014499858692494975
32.0,D,16,4,0.0014499858692494975
33.683615924888294,A,17,3,0.0
33.683615924888294,B,17,3,0.0
33.683615924888294,C,15,5,0.0
33.683615924888294,D,15,5,0.0
37.718649004919456,A,17,3,0.0
37.718649004919456,B,17,3,0.0
37.718649004919456,C,14,6,0.0
37.718649004919456,D,15,5,0.0
38.46979602275416,A,17,3,0.021820279857116886
38.46979602275416,B,17,3,0.021820279857116886
38.46979602275416,C,13,7,0.021820279857116886
38.46979602275416,D,15,5,0.021820279857116886
