timestamp,model,prod,spot,memory_util
3.0,A,20,0,0.0
3.0,B,20,0,0.0
3.0,C,19,1,0.0
3.0,D,20,0,0.0
4.0,A,20,0,0.0
4.0,B,20,0,0.0
4.0,C,19,1,0.0
4.0,D,19,1,0.0
7.0,A,19,1,0.0
7.0,B,20,0,0.0
7.0,C,19,1,0.0
7.0,D,19,1,0.0
8.0,A,19,1,0.0
8.0,B,20,0,0.0
8.0,C,19,1,0.0
8.0,D,18,2,0.0
8.827739657445346,A,19,1,8.56763434711459e-05
8.827739657445346,B,20,0,8.56763434711459e-05
8.827739657445346,C,19,1,8.56763434711459e-05
8.827739657445346,D,17,3,8.56763434711459e-05
12.046906259297394,A,19,1,9.071612838121331e-05
12.046906259297394,B,20,0,9.071612838121331e-05
12.046906259297394,C,19,1,9.071612838121331e-05
12.046906259297394,D,16,4,9.071612838121331e-05
12.827400588935706,A,19,1,0.0
12.827400588935706,B,20,0,0.0
12.827400588935706,C,18,2,0.0
12.827400588935706,D,16,4,0.0
14.944337484579533,A,19,1,9.638588640503915e-05
14.944337484579533,B,20,0,9.638588640503915e-05
14.944337484579533,C,18,2,9.638588640503915e-05
14.944337484579533,D,15,5,9.638588640503915e-05
15.0,A,18,2,0.00035604828517294264
15.0,B,20,0,0.00035604828517294264
15.0,C,18,2,0.00035604828517294264
15.0,D,15,5,0.00035604828517294264
16.0,A,18,2,0.031012524824548724
16.0,B,20,0,0.031012524824548724
16.0,C,17,3,0.031012524824548724
16.0,D,15,5,0.031012524824548724
17.486776106176432,A,18,2,0.00021155127415705443
17.486776106176432,B,20,0,0.00021155127415705443
17.486776106176432,C,16,4,0.00021155127415705443
17.486776106176432,D,15,5,0.00021155127415705443
19.0,A,18,2,0.011545053051629573
19.0,B,20,0,0.011545053051629573
19.0,C,16,4,0.011545053051629573
19.0,D,14,6,0.011545053051629573
19.22990795837203,A,18,2,0.012427301272418347
19.22990795837203,B,20,0,0.012427301272418347
19.22990795837203,C,16,4,0.012427301272418347
19.22990795837203,D,13,7,0.012427301272418347
20.0,A,18,2,0.0
20.0,B,19,1,0.0
20.0,C,16,4,0.0
20.0,D,13,7,0.0
20.69213980986574,A,18,2,0.021228811635851805
20.69213980986574,B,19,1,0.021228811635851805
20.69213980986574,C,15,5,0.021228811635851805
20.69213980986574,D,13,7,0.021228811635851805
21.54367186231689,A,17,3,0.0003758287454603283
21.54367186231689,B,19,1,0.0003758287454603283
21.54367186231689,C,15,5,0.0003758287454603283
21.54367186231689,D,13,7,0.0003758287454603283
22.0,A,17,3,0.0252882175213327
22.0,B,19,1,0.0252882175213327
22.0,C,14,6,0.0252882175213327
22.0,D,13,7,0.0252882175213327
22.73612620684272,A,17,3,0.02744911715710217
22.73612620684272,B,19,1,0.02744911715710217
22.73612620684272,C,13,7,0.02744911715710217
22.73612620684272,D,13,7,0.02744911715710217
23.14610751227429,A,17,3,0.013383247524142834
23.14610751227429,B,19,1,0.013383247524142834
23.14610751227429,C,13,7,0.013383247524142834
23.14610751227429,D,12,8,0.013383247524142834
25.766728977455525,A,17,3,6.720183661777e-05
25.766728977455525,B,19,1,6.720183661777e-05
25.766728977455525,C,13,7,6.720183661777e-05
25.766728977455525,D,11,9,6.720183661777e-05
25.83978454060061,A,17,3,0.0049525320591706804
25.83978454060061,B,19,1,0.0049525320591706804
25.83978454060061,C,13,7,0.0049525320591706804
25.83978454060061,D,10,10,0.0049525320591706804
26.0,A,17,3,0.020634588945597575
26.0,B,19,1,0.020634588945597575
26.0,C,13,7,0.020634588945597575
26.0,D,9,11,0.020634588945597575
26.5314994429464,A,17,3,0.0137540993878628
26.5314994429464,B,19,1,0.0137540993878628
26.5314994429464,C,12,8,0.0137540993878628
26.5314994429464,D,9,11,0.0137540993878628
28.0,A,17,3,0.023040218391246113
28.0,B,19,1,0.023040218391246113
28.0,C,12,8,0.023040218391246113
28.0,D,8,12,0.023040218391246113
28.083804516376464,A,17,3,0.04338116448184509
28.083804516376464,B,19,1,0.04338116448184509
28.083804516376464,C,11,9,0.04338116448184509
28.083804516376464,D,8,12,0.04338116448184509
29.28162786233495,A,17,3,0.11043297337028543
29.28162786233495,B,19,1,0.11043297337028543
29.28162786233495,C,10,10,0.11043297337028543
29.28162786233495,D,8,12,0.11043297337028543
30.593787258396574,A,17,3,0.02590836922146042
30.593787258396574,B,19,1,0.02590836922146042
30.593787258396574,C,10,10,0.02590836922146042
30.593787258396574,D,7,13,0.02590836922146042
31.0,A,17,3,0.17198238256443618
31.0,B,19,1,0.17198238256443618
31.0,C,9,11,0.17198238256443618
31.0,D,7,13,0.17198238256443618
32.07176440413038,A,17,3,0.19109153618270688
32.07176440413038,B,19,1,0.19109153618270688
32.07176440413038,C,8,12,0.19109153618270688
32.07176440413038,D,7,13,0.19109153618270688
32.3417408030176,A,17,3,0.03865531155679545
32.3417408030176,B,19,1,0.03865531155679545
32.3417408030176,C,8,12,0.03865531155679545
32.3417408030176,D,6,14,0.03865531155679545
33.0,A,17,3,0.044277045723888776
33.0,B,19,1,0.044277045723888776
33.0,C,8,12,0.044277045723888776
33.0,D,5,15,0.044277045723888776
33.69166424408695,A,17,3,0.05337226138360013
33.69166424408695,B,19,1,0.05337226138360013
33.69166424408695,C,8,12,0.05337226138360013
33.69166424408695,D,4,16,0.05337226138360013
34.15181669839309,A,17,3,0.20384933409333472
34.15181669839309,B,19,1,0.20384933409333472
34.15181669839309,C,7,13,0.20384933409333472
34.15181669839309,D,4,16,0.20384933409333472
36.780055676322846,A,17,3,0.060355232363640966
36.780055676322846,B,19,1,0.060355232363640966
36.780055676322846,C,7,13,0.060355232363640966
36.780055676322846,D,3,17,0.060355232363640966
36.780055676322846,A,17,3,0.10761088334832905
36.780055676322846,B,19,1,0.10761088334832905
36.780055676322846,C,7,13,0.10761088334832905
36.780055676322846,D,2,18,0.10761088334832905
37.0,A,17,3,0.26521887119147597
37.0,B,19,1,0.26521887119147597
37.0,C,7,13,0.26521887119147597
37.0,D,2,18,0.26521887119147597
37.327650164696664,A,17,3,0.15985844641860278
37.327650164696664,B,19,1,0.15985844641860278
37.327650164696664,C,7,13,0.15985844641860278
37.327650164696664,D,2,18,0.15985844641860278
38.0,A,17,3,0.000707183906129639
38.0,B,18,2,0.000707183906129639
38.0,C,7,13,0.000707183906129639
38.0,D,2,18,0.000707183906129639
38.38101905819308,A,17,3,0.09358100944764292
38.38101905819308,B,18,2,0.09358100944764292
38.38101905819308,C,6,14,0.09358100944764292
38.38101905819308,D,2,18,0.09358100944764292
38.6920492076847,A,17,3,0.1029190808422391
38.6920492076847,B,18,2,0.1029190808422391
38.6920492076847,C,5,15,0.1029190808422391
38.6920492076847,D,2,18,0.1029190808422391
39.24652757273279,A,17,3,0.08638688129317137
39.24652757273279,B,18,2,0.08638688129317137
39.24652757273279,C,5,15,0.08638688129317137
39.24652757273279,D,2,18,0.08638688129317137
39.68632116724282,A,17,3,0.07835541189195612
39.68632116724282,B,18,2,0.07835541189195612
39.68632116724282,C,4,16,0.07835541189195612
39.68632116724282,D,2,18,0.07835541189195612
39.93565155709773,A,17,3,0.1573321950561728
39.93565155709773,B,18,2,0.1573321950561728
39.93565155709773,C,3,17,0.1573321950561728
39.93565155709773,D,2,18,0.1573321950561728
40.093714070693025,A,17,3,0.08638688129317137
40.093714070693025,B,18,2,0.08638688129317137
40.093714070693025,C,3,17,0.08638688129317137
40.093714070693025,D,2,18,0.08638688129317137
40.52153392601863,A,17,3,0.3897310942803833
40.52153392601863,B,18,2,0.3897310942803833
40.52153392601863,C,3,17,0.3897310942803833
40.52153392601863,D,2,18,0.3897310942803833
40.889264868157355,A,17,3,0.1413146656174508
40.889264868157355,B,18,2,0.1413146656174508
40.889264868157355,C,3,17,0.1413146656174508
40.889264868157355,D,2,18,0.1413146656174508
40.96270171312481,A,17,3,0.5594912641816545
40.96270171312481,B,18,2,0.5594912641816545
40.96270171312481,C,4,16,0.5594912641816545
40.96270171312481,D,2,18,0.5594912641816545
42.0,A,17,3,0.0014898309081640391
42.0,B,17,3,0.0014898309081640391
42.0,C,4,16,0.0014898309081640391
42.0,D,2,18,0.0014898309081640391
42.141282993617885,A,17,3,0.09281941230278506
42.141282993617885,B,17,3,0.09281941230278506
42.141282993617885,C,4,16,0.09281941230278506
42.141282993617885,D,2,18,0.09281941230278506
42.16273075305992,A,17,3,0.17111537568542673
42.16273075305992,B,17,3,0.17111537568542673
42.16273075305992,C,4,16,0.17111537568542673
42.16273075305992,D,2,18,0.17111537568542673
43.0,A,16,4,0.033104112914373714
43.0,B,17,3,0.033104112914373714
43.0,C,4,16,0.033104112914373714
43.0,D,2,18,0.033104112914373714
43.92962112045032,A,16,4,0.20006176522868835
43.92962112045032,B,17,3,0.20006176522868835
43.92962112045032,C,4,16,0.20006176522868835
43.92962112045032,D,2,18,0.20006176522868835
44.07429083001026,A,16,4,0.27443790502734666
44.07429083001026,B,17,3,0.27443790502734666
44.07429083001026,C,4,16,0.27443790502734666
44.07429083001026,D,2,18,0.27443790502734666
46.21763365301084,A,16,4,0.3028817530854822
46.21763365301084,B,17,3,0.3028817530854822
46.21763365301084,C,4,16,0.3028817530854822
46.21763365301084,D,2,18,0.3028817530854822
47.83625019234552,A,16,4,0.3693679915676612
47.83625019234552,B,17,3,0.3693679915676612
47.83625019234552,C,4,16,0.3693679915676612
47.83625019234552,D,2,18,0.3693679915676612
48.0,A,16,4,0.002636144844803812
48.0,B,16,4,0.002636144844803812
48.0,C,4,16,0.002636144844803812
48.0,D,2,18,0.002636144844803812
49.0,A,15,5,0.03553510239478123
49.0,B,16,4,0.03553510239478123
49.0,C,4,16,0.03553510239478123
49.0,D,2,18,0.03553510239478123
50.96690538736994,A,15,5,0.21101716960443667
50.96690538736994,B,16,4,0.21101716960443667
50.96690538736994,C,4,16,0.21101716960443667
50.96690538736994,D,2,18,0.21101716960443667
51.0,A,15,5,0.2777546788291787
51.0,B,16,4,0.2777546788291787
51.0,C,4,16,0.2777546788291787
51.0,D,2,18,0.2777546788291787
51.214249108744774,A,15,5,0.27823523412433054
51.214249108744774,B,16,4,0.27823523412433054
51.214249108744774,C,4,16,0.27823523412433054
51.214249108744774,D,2,18,0.27823523412433054
51.300039760483415,A,15,5,0.3504504455369467
51.300039760483415,B,16,4,0.3504504455369467
51.300039760483415,C,4,16,0.3504504455369467
51.300039760483415,D,2,18,0.3504504455369467
52.17398075623312,A,14,6,0.037861066939514625
52.17398075623312,B,16,4,0.037861066939514625
52.17398075623312,C,4,16,0.037861066939514625
52.17398075623312,D,2,18,0.037861066939514625
53.464160973240915,A,14,6,0.2721544821543051
53.464160973240915,B,16,4,0.2721544821543051
53.464160973240915,C,4,16,0.2721544821543051
53.464160973240915,D,2,18,0.2721544821543051
53.74297933679569,A,14,6,0.33728385862664373
53.74297933679569,B,16,4,0.33728385862664373
53.74297933679569,C,4,16,0.33728385862664373
53.74297933679569,D,2,18,0.33728385862664373
56.27240263646665,A,14,6,0.29999528043028933
56.27240263646665,B,16,4,0.29999528043028933
56.27240263646665,C,4,16,0.29999528043028933
56.27240263646665,D,2,18,0.29999528043028933
56.486878300739555,A,14,6,0.34095241146806404
56.486878300739555,B,16,4,0.34095241146806404
56.486878300739555,C,4,16,0.34095241146806404
56.486878300739555,D,2,18,0.34095241146806404
57.636419574277575,A,14,6,0.2835621738666669
57.636419574277575,B,16,4,0.2835621738666669
57.636419574277575,C,4,16,0.2835621738666669
57.636419574277575,D,2,18,0.2835621738666669
59.99496356813526,A,14,6,0.28308161857151504
59.99496356813526,B,16,4,0.28308161857151504
59.99496356813526,C,4,16,0.28308161857151504
59.99496356813526,D,2,18,0.28308161857151504
60.0,A,14,6,0.0034242608540600654
60.0,B,15,5,0.0034242608540600654
60.0,C,4,16,0.0034242608540600654
60.0,D,2,18,0.0034242608540600654
60.281702421346225,A,14,6,0.36092529461754325
60.281702421346225,B,15,5,0.36092529461754325
60.281702421346225,C,4,16,0.36092529461754325
60.281702421346225,D,2,18,0.36092529461754325
61.289738043428876,A,14,6,0.2869009338584732
61.289738043428876,B,15,5,0.2869009338584732
61.289738043428876,C,4,16,0.2869009338584732
61.289738043428876,D,2,18,0.2869009338584732
61.6564844519526,A,14,6,0.30242946574886875
61.6564844519526,B,15,5,0.30242946574886875
61.6564844519526,C,4,16,0.30242946574886875
61.6564844519526,D,2,18,0.30242946574886875
62.52443947746039,A,14,6,0.2674525783840943
62.52443947746039,B,15,5,0.2674525783840943
62.52443947746039,C,4,16,0.2674525783840943
62.52443947746039,D,2,18,0.2674525783840943
62.94050823160397,A,14,6,0.22111825345547068
62.94050823160397,B,15,5,0.22111825345547068
62.94050823160397,C,4,16,0.22111825345547068
62.94050823160397,D,2,18,0.22111825345547068
63.53031896230715,A,14,6,0.22594265171268094
63.53031896230715,B,15,5,0.22594265171268094
63.53031896230715,C,4,16,0.22594265171268094
63.53031896230715,D,2,18,0.22594265171268094
63.78699711838557,A,14,6,0.22594265171268094
63.78699711838557,B,15,5,0.22594265171268094
63.78699711838557,C,4,16,0.22594265171268094
63.78699711838557,D,2,18,0.22594265171268094
