timestamp,model,prod,spot,memory_util
605.0,A,12,8,0.1714133574103588
605.0,B,2,18,0.1714133574103588
605.0,C,12,8,0.1714133574103588
605.0,D,2,18,0.1714133574103588
618.0,A,12,8,0.0
618.0,B,2,18,0.0
618.0,C,12,8,0.0
618.0,D,2,18,0.0
622.0,A,12,8,0.00026540472183220556
622.0,B,2,18,0.00026540472183220556
622.0,C,12,8,0.00026540472183220556
622.0,D,2,18,0.00026540472183220556
627.0,A,12,8,0.1714133574103588
627.0,B,2,18,0.1714133574103588
627.0,C,12,8,0.1714133574103588
627.0,D,2,18,0.1714133574103588
636.0,A,12,8,0.0
636.0,B,2,18,0.0
636.0,C,12,8,0.0
636.0,D,2,18,0.0
641.0,A,12,8,0.0007314334271795842
641.0,B,2,18,0.0007314334271795842
641.0,C,12,8,0.0007314334271795842
641.0,D,2,18,0.0007314334271795842
643.0,A,12,8,0.0011742981109469331
643.0,B,2,18,0.0011742981109469331
643.0,C,12,8,0.0011742981109469331
643.0,D,2,18,0.0011742981109469331
643.8305419197316,A,12,8,0.57612269756262
643.8305419197316,B,2,18,0.57612269756262
643.8305419197316,C,13,7,0.57612269756262
643.8305419197316,D,2,18,0.57612269756262
659.9121941037951,A,13,7,0.6031232453582372
659.9121941037951,B,2,18,0.6031232453582372
659.9121941037951,C,13,7,0.6031232453582372
659.9121941037951,D,2,18,0.6031232453582372
666.0,A,13,7,0.1714133574103588
666.0,B,2,18,0.1714133574103588
666.0,C,13,7,0.1714133574103588
666.0,D,2,18,0.1714133574103588
685.0,A,13,7,0.1714133574103588
685.0,B,2,18,0.1714133574103588
685.0,C,13,7,0.1714133574103588
685.0,D,2,18,0.1714133574103588
692.0,A,13,7,0.0
692.0,B,2,18,0.0
692.0,C,13,7,0.0
692.0,D,2,18,0.0
695.0,A,13,7,0.1714133574103588
695.0,B,2,18,0.1714133574103588
695.0,C,13,7,0.1714133574103588
695.0,D,2,18,0.1714133574103588
709.5813203672401,A,13,7,0.5351582586608756
709.5813203672401,B,2,18,0.5351582586608756
709.5813203672401,C,14,6,0.5351582586608756
709.5813203672401,D,2,18,0.5351582586608756
712.0,A,13,7,0.0
712.0,B,2,18,0.0
712.0,C,14,6,0.0
712.0,D,2,18,0.0
725.0,A,14,6,0.578908949250218
725.0,B,2,18,0.578908949250218
725.0,C,14,6,0.578908949250218
725.0,D,2,18,0.578908949250218
726.0,A,14,6,0.0
726.0,B,2,18,0.0
726.0,C,14,6,0.0
726.0,D,2,18,0.0
735.0,A,14,6,0.1714133574103588
735.0,B,2,18,0.1714133574103588
735.0,C,14,6,0.1714133574103588
735.0,D,2,18,0.1714133574103588
762.0,A,14,6,0.0
762.0,B,2,18,0.0
762.0,C,14,6,0.0
762.0,D,2,18,0.0
766.0,A,14,6,0.1714133574103588
766.0,B,2,18,0.1714133574103588
766.0,C,14,6,0.1714133574103588
766.0,D,2,18,0.1714133574103588
786.0,A,14,6,0.0
786.0,B,2,18,0.0
786.0,C,14,6,0.0
786.0,D,2,18,0.0
794.0,A,14,6,0.1714133574103588
794.0,B,2,18,0.1714133574103588
794.0,C,14,6,0.1714133574103588
794.0,D,2,18,0.1714133574103588
797.0,A,14,6,0.0
797.0,B,2,18,0.0
797.0,C,13,7,0.0
797.0,D,2,18,0.0
800.0,A,14,6,0.1714133574103588
800.0,B,2,18,0.1714133574103588
800.0,C,13,7,0.1714133574103588
800.0,D,2,18,0.1714133574103588
801.0,A,14,6,0.0
801.0,B,2,18,0.0
801.0,C,13,7,0.0
801.0,D,2,18,0.0
804.5283960103749,A,15,5,0.621756947589362
804.5283960103749,B,2,18,0.621756947589362
804.5283960103749,C,13,7,0.621756947589362
804.5283960103749,D,2,18,0.621756947589362
808.0,A,15,5,0.1714133574103588
808.0,B,2,18,0.1714133574103588
808.0,C,13,7,0.1714133574103588
808.0,D,2,18,0.1714133574103588
817.0,A,15,5,0.1714133574103588
817.0,B,2,18,0.1714133574103588
817.0,C,13,7,0.1714133574103588
817.0,D,2,18,0.1714133574103588
818.0,A,15,5,0.0
818.0,B,2,18,0.0
818.0,C,13,7,0.0
818.0,D,2,18,0.0
826.0,A,15,5,0.1714133574103588
826.0,B,2,18,0.1714133574103588
826.0,C,13,7,0.1714133574103588
826.0,D,2,18,0.1714133574103588
832.0,A,15,5,0.1714133574103588
832.0,B,2,18,0.1714133574103588
832.0,C,13,7,0.1714133574103588
832.0,D,2,18,0.1714133574103588
833.0,A,15,5,0.0
833.0,B,2,18,0.0
833.0,C,12,8,0.0
833.0,D,2,18,0.0
847.0,A,15,5,0.1714133574103588
847.0,B,2,18,0.1714133574103588
847.0,C,12,8,0.1714133574103588
847.0,D,2,18,0.1714133574103588
848.0,A,15,5,0.1714133574103588
848.0,B,2,18,0.1714133574103588
848.0,C,12,8,0.1714133574103588
848.0,D,2,18,0.1714133574103588
861.0,A,15,5,0.1714133574103588
861.0,B,2,18,0.1714133574103588
861.0,C,12,8,0.1714133574103588
861.0,D,2,18,0.1714133574103588
868.0,A,15,5,0.0
868.0,B,2,18,0.0
868.0,C,12,8,0.0
868.0,D,2,18,0.0
876.0,A,15,5,0.0
876.0,B,2,18,0.0
876.0,C,11,9,0.0
876.0,D,2,18,0.0
876.8219922951539,A,16,4,0.6407840549178023
876.8219922951539,B,2,18,0.6407840549178023
876.8219922951539,C,11,9,0.6407840549178023
876.8219922951539,D,2,18,0.6407840549178023
880.0,A,16,4,0.00036949639676743756
880.0,B,2,18,0.00036949639676743756
880.0,C,10,10,0.00036949639676743756
880.0,D,2,18,0.00036949639676743756
884.0,A,16,4,0.1714133574103588
884.0,B,2,18,0.1714133574103588
884.0,C,10,10,0.1714133574103588
884.0,D,2,18,0.1714133574103588
885.0,A,16,4,0.0
885.0,B,2,18,0.0
885.0,C,9,11,0.0
885.0,D,2,18,0.0
892.0,A,16,4,0.0
892.0,B,2,18,0.0
892.0,C,9,11,0.0
892.0,D,2,18,0.0
896.0,A,16,4,0.0
896.0,B,2,18,0.0
896.0,C,9,11,0.0
896.0,D,2,18,0.0
902.0,A,16,4,0.0
902.0,B,2,18,0.0
902.0,C,8,12,0.0
902.0,D,2,18,0.0
917.0,A,16,4,0.0
917.0,B,2,18,0.0
917.0,C,7,13,0.0
917.0,D,2,18,0.0
919.0,A,16,4,0.0
919.0,B,2,18,0.0
919.0,C,7,13,0.0
919.0,D,2,18,0.0
938.0,A,16,4,0.0
