request_id,request_type,node_id,node_type,runner,start_timestamp,completion_timestamp
224,2,0,PROMPT,a100-80gb_0,225.01189053925475,225.1262492751601
224,2,1,TOKEN,a100-80gb_0,225.1262492751601,242.430864284846
297,2,0,PROMPT,a100-80gb_0,210.68775629208812,210.7620025408039
297,2,1,TOKEN,a100-80gb_0,210.7620025408039,254.73602225902889
219,2,0,PROMPT,a100-80gb_1,220.0,220.14369610960614
219,2,1,TOKEN,a100-80gb_1,220.14369610960614,259.5083196621808
226,2,0,PROMPT,a100-80gb_0,227.01935050195746,227.12726803421427
226,2,1,TOKEN,a100-80gb_0,227.12726803421427,260.9969866168943
297,2,0,PROMPT,a100-80gb_0,254.73602225902889,254.920344655813
297,2,1,TOKEN,a100-80gb_0,254.920344655813,264.30969120694004
297,2,0,PROMPT,a100-80gb_1,225.08646168840463,225.16956685388413
297,2,1,TOKEN,a100-80gb_1,225.16956685388413,276.22959045003086
297,2,0,PROMPT,a100-80gb_1,276.22959045003086,276.3375096875967
297,2,1,TOKEN,a100-80gb_1,276.3375096875967,299.89452010569994
297,2,0,PROMPT,a100-80gb_1,301.0071239280921,301.0891875557471
297,2,1,TOKEN,a100-80gb_1,301.0891875557471,302.93892087671907
299,2,0,PROMPT,a100-80gb_1,300.0,300.11321951490515
299,2,1,TOKEN,a100-80gb_1,300.11321951490515,306.5147787495585
297,2,0,PROMPT,a100-80gb_1,288.3358190943373,288.47394991273717
297,2,1,TOKEN,a100-80gb_1,288.47394991273717,312.1138475000311
297,2,0,PROMPT,a100-80gb_0,255.76172297883406,255.84354438839034
297,2,1,TOKEN,a100-80gb_0,264.30969120694004,315.3694832759497
297,2,0,PROMPT,a100-80gb_1,302.3512550402787,302.46561377618406
297,2,1,TOKEN,a100-80gb_1,302.46561377618406,316.13739684445335
297,2,0,PROMPT,a100-80gb_0,295.75409350610465,295.86133402345797
297,2,1,TOKEN,a100-80gb_0,315.3694832759497,320.50062827236167
297,2,0,PROMPT,a100-80gb_1,317.1545588763189,317.23495119909273
297,2,1,TOKEN,a100-80gb_1,317.23495119909273,328.2261938670722
297,2,0,PROMPT,a100-80gb_1,316.13739684445335,316.29633125141
297,2,1,TOKEN,a100-80gb_1,316.29633125141,331.4174338363898
297,2,0,PROMPT,a100-80gb_1,300.98861169735454,301.0714988665452
297,2,1,TOKEN,a100-80gb_1,312.1138475000311,334.4313589993524
297,2,0,PROMPT,a100-80gb_0,315.3694832759497,315.4523583342354
297,2,1,TOKEN,a100-80gb_0,315.4523583342354,353.7117833476357
315,2,0,PROMPT,a100-80gb_1,316.00496082802135,316.1028359725426
315,2,1,TOKEN,a100-80gb_1,316.1028359725426,361.5587731422482
297,2,0,PROMPT,a100-80gb_1,316.4014964764908,316.48397187491366
297,2,1,TOKEN,a100-80gb_1,331.4174338363898,378.11079377227304
297,2,0,PROMPT,a100-80gb_1,338.95346367782753,339.05190300143505
297,2,1,TOKEN,a100-80gb_1,339.05190300143505,386.6932619365637
297,2,0,PROMPT,a100-80gb_1,386.6932619365637,386.80595142373494
297,2,1,TOKEN,a100-80gb_1,386.80595142373494,399.37481976989613
297,2,0,PROMPT,a100-80gb_0,320.50062827236167,320.584737447178
297,2,1,TOKEN,a100-80gb_0,353.7117833476357,405.82115237518104
297,2,0,PROMPT,a100-80gb_1,378.11079377227304,378.2542248680122
297,2,1,TOKEN,a100-80gb_1,378.2542248680122,409.8037923922576
297,2,0,PROMPT,a100-80gb_1,409.8037923922576,409.96577445868434
297,2,1,TOKEN,a100-80gb_1,409.96577445868434,412.43715724808357
297,2,0,PROMPT,a100-80gb_1,412.43715724808357,412.5860211280955
297,2,1,TOKEN,a100-80gb_1,412.5860211280955,430.196614308187
297,2,0,PROMPT,a100-80gb_1,387.69985583692187,387.80664501100614
297,2,1,TOKEN,a100-80gb_1,399.37481976989613,431.55537864462644
297,2,0,PROMPT,a100-80gb_1,431.55537864462644,431.7200108497228
297,2,1,TOKEN,a100-80gb_1,431.7200108497228,466.2667872887715
297,2,0,PROMPT,a100-80gb_1,413.47992554128246,413.5805087454178
297,2,1,TOKEN,a100-80gb_1,430.196614308187,466.8466952488521
297,2,0,PROMPT,a100-80gb_1,466.2667872887715,466.3411436366231
297,2,1,TOKEN,a100-80gb_1,466.3411436366231,482.15697180887986
297,2,0,PROMPT,a100-80gb_1,467.86603940029494,468.0112987530884
297,2,1,TOKEN,a100-80gb_1,468.0112987530884,490.86654764921656
297,2,0,PROMPT,a100-80gb_1,482.15697180887986,482.2429991925895
297,2,1,TOKEN,a100-80gb_1,490.86654764921656,503.727667492266
297,2,0,PROMPT,a100-80gb_1,491.9181999000247,492.00174489575477
297,2,1,TOKEN,a100-80gb_1,503.727667492266,554.0492276934374
