request_id,request_type,node_id,node_type,runner,start_timestamp,completion_timestamp
169,2,0,PROMPT,a100-80gb_1,593.8696593993692,593.8797009666835
169,2,1,TOKEN,a100-80gb_1,593.8797009666835,600.3369772345994
169,2,0,PROMPT,a100-80gb_0,594.9729123298657,594.9829821694236
169,2,1,TOKEN,a100-80gb_0,594.9829821694236,600.7291783209108
980,2,0,PROMPT,a100-80gb_1,588.833617592401,588.8436692741303
980,2,1,TOKEN,a100-80gb_1,593.8696593993692,601.3522344257862
169,2,0,PROMPT,a100-80gb_0,590.2772079133019,590.2872787290872
169,2,1,TOKEN,a100-80gb_0,590.9646947894455,601.9126124100745
169,2,0,PROMPT,a100-80gb_0,601.9126124100745,601.9226715815153
169,2,1,TOKEN,a100-80gb_0,601.9226715815153,603.1664659327221
169,2,0,PROMPT,a100-80gb_1,600.3369772345994,600.3470364007384
169,2,1,TOKEN,a100-80gb_1,601.3522344257862,606.7815800441001
169,2,0,PROMPT,a100-80gb_1,601.7346467179239,601.7446860347782
169,2,1,TOKEN,a100-80gb_1,601.7446860347782,606.8572050400413
169,2,0,PROMPT,a100-80gb_0,602.9169435410734,602.9269754756518
169,2,1,TOKEN,a100-80gb_0,602.9269754756518,607.6561658286755
169,2,0,PROMPT,a100-80gb_0,601.0660916276896,601.0761570114862
169,2,1,TOKEN,a100-80gb_0,601.0761570114862,611.630736274488
169,2,0,PROMPT,a100-80gb_0,602.9488275103994,602.9588716026199
169,2,1,TOKEN,a100-80gb_0,603.1664659327221,611.9173126044576
169,2,0,PROMPT,a100-80gb_0,611.630736274488,611.640797516714
169,2,1,TOKEN,a100-80gb_0,611.640797516714,613.9016150909301
169,2,0,PROMPT,a100-80gb_0,604.5103660696996,604.5203988423948
169,2,1,TOKEN,a100-80gb_0,607.6561658286755,615.2051961684646
169,2,0,PROMPT,a100-80gb_1,606.7815800441001,606.7916486471034
169,2,1,TOKEN,a100-80gb_1,606.8572050400413,616.1543928521734
169,2,0,PROMPT,a100-80gb_0,612.1433965292379,612.1534523111221
169,2,1,TOKEN,a100-80gb_0,612.1534523111221,616.9491292492378
169,2,0,PROMPT,a100-80gb_1,616.1543928521734,616.1644299185679
169,2,1,TOKEN,a100-80gb_1,616.1644299185679,620.0422716666607
169,2,0,PROMPT,a100-80gb_1,619.9557579472765,619.965789881855
169,2,1,TOKEN,a100-80gb_1,619.965789881855,623.515852369553
169,2,0,PROMPT,a100-80gb_1,608.2775935536957,608.2876256996254
169,2,1,TOKEN,a100-80gb_1,616.1543928521734,625.2967932014825
169,2,0,PROMPT,a100-80gb_0,613.9016150909301,613.9116830431152
169,2,1,TOKEN,a100-80gb_0,616.9491292492378,625.339455307727
169,2,0,PROMPT,a100-80gb_0,611.9173126044576,611.9273765215696
169,2,1,TOKEN,a100-80gb_0,615.2051961684646,625.3764912286774
169,2,0,PROMPT,a100-80gb_0,625.3764912286774,625.3865238191734
169,2,1,TOKEN,a100-80gb_0,625.3865238191734,627.9313918865051
169,2,0,PROMPT,a100-80gb_1,626.3019912265303,626.3120356480863
169,2,1,TOKEN,a100-80gb_1,626.3120356480863,628.8796497309294
169,2,0,PROMPT,a100-80gb_1,628.8796497309294,628.8897159259052
169,2,1,TOKEN,a100-80gb_1,628.8897159259052,629.7519788053436
169,2,0,PROMPT,a100-80gb_1,629.5234249335856,629.5334594201846
169,2,1,TOKEN,a100-80gb_1,629.5334594201846,630.1444515082476
169,2,0,PROMPT,a100-80gb_0,618.3804438283819,618.3904776563097
169,2,1,TOKEN,a100-80gb_0,625.339455307727,630.6914622808899
169,2,0,PROMPT,a100-80gb_0,626.3009490708162,626.3110230105289
169,2,1,TOKEN,a100-80gb_0,626.3110230105289,631.4016534101869
169,2,0,PROMPT,a100-80gb_1,620.5230164311079,620.5330496265055
169,2,1,TOKEN,a100-80gb_1,623.515852369553,634.3946909837214
169,2,0,PROMPT,a100-80gb_0,615.2051961684646,615.2152503233032
169,2,1,TOKEN,a100-80gb_0,625.3764912286774,634.421474787357
169,2,0,PROMPT,a100-80gb_0,634.421474787357,634.4315092739561
169,2,1,TOKEN,a100-80gb_0,634.4315092739561,638.1463551810482
169,2,0,PROMPT,a100-80gb_0,626.3765791147716,626.3866114356126
169,2,1,TOKEN,a100-80gb_0,630.6914622808899,638.8742106198654
169,2,0,PROMPT,a100-80gb_1,629.8612389790816,629.8713010739026
169,2,1,TOKEN,a100-80gb_1,634.3946909837214,643.254840438061
169,2,0,PROMPT,a100-80gb_0,626.3480133480678,626.3580453846779
169,2,1,TOKEN,a100-80gb_0,634.421474787357,643.3135261745116
169,2,0,PROMPT,a100-80gb_0,640.6770114256576,640.6870445991914
169,2,1,TOKEN,a100-80gb_0,640.6870445991914,644.8498572186093
169,2,0,PROMPT,a100-80gb_0,631.4016534101869,631.4117078904346
169,2,1,TOKEN,a100-80gb_0,638.8742106198654,649.5917696411173
169,2,0,PROMPT,a100-80gb_0,638.1463551810482,638.1564232633968
169,2,1,TOKEN,a100-80gb_0,643.3135261745116,650.7970004887734
169,2,0,PROMPT,a100-80gb_1,634.3946909837214,634.4047273914447
169,2,1,TOKEN,a100-80gb_1,643.254840438061,651.5796291288867
530,2,0,PROMPT,a100-80gb_1,652.5848271539345,652.5948598100222
530,2,1,TOKEN,a100-80gb_1,652.5948598100222,654.8346933716513
169,2,0,PROMPT,a100-80gb_0,643.3135261745116,643.323571693853
169,2,1,TOKEN,a100-80gb_0,650.7970004887734,654.8606136786548
530,2,0,PROMPT,a100-80gb_1,655.2061795982994,655.2162231965165
530,2,1,TOKEN,a100-80gb_1,655.2162231965165,657.1829063238006
530,2,0,PROMPT,a100-80gb_0,655.2102477743235,655.2202803283797
530,2,1,TOKEN,a100-80gb_0,655.2202803283797,657.6231378200356
169,2,0,PROMPT,a100-80gb_0,649.5917696411173,649.6018269784339
169,2,1,TOKEN,a100-80gb_0,649.6018269784339,659.0965778889396
530,2,0,PROMPT,a100-80gb_0,655.3076884673701,655.3177481541637
530,2,1,TOKEN,a100-80gb_0,657.6231378200356,659.2838924608533
530,2,0,PROMPT,a100-80gb_0,652.5888752290759,652.5989280822781
530,2,1,TOKEN,a100-80gb_0,652.5989280822781,659.9494965526056
169,2,0,PROMPT,a100-80gb_1,643.254840438061,643.2648932912632
169,2,1,TOKEN,a100-80gb_1,651.5796291288867,660.2631518022159
530,2,0,PROMPT,a100-80gb_0,659.2838924608533,659.2939355101777
530,2,1,TOKEN,a100-80gb_0,659.2939355101777,661.5228499831152
530,2,0,PROMPT,a100-80gb_1,657.1829063238006,657.1929409201781
530,2,1,TOKEN,a100-80gb_1,657.1929409201781,663.3425068551315
530,2,0,PROMPT,a100-80gb_1,660.2631518022159,660.2731842105126
530,2,1,TOKEN,a100-80gb_1,660.2731842105126,665.9420211400331
530,2,0,PROMPT,a100-80gb_0,662.3057404995096,662.315804226678
530,2,1,TOKEN,a100-80gb_0,662.315804226678,667.9527990299603
530,2,0,PROMPT,a100-80gb_1,662.5348698068892,662.5449075868441
530,2,1,TOKEN,a100-80gb_1,663.3425068551315,668.5970433618667
530,2,0,PROMPT,a100-80gb_0,659.0965778889396,659.1066400186451
530,2,1,TOKEN,a100-80gb_0,659.1066400186451,668.6442195707945
530,2,0,PROMPT,a100-80gb_0,662.534325536471,662.5443966125836
530,2,1,TOKEN,a100-80gb_0,667.9527990299603,671.9618159326487
530,2,0,PROMPT,a100-80gb_0,662.3079772071125,662.3180276522872
530,2,1,TOKEN,a100-80gb_0,668.6442195707945,674.1719038321437
530,2,0,PROMPT,a100-80gb_1,663.5173231331123,663.5273713004233
530,2,1,TOKEN,a100-80gb_1,665.9420211400331,674.2112310260674
530,2,0,PROMPT,a100-80gb_1,669.6231973745882,669.6332297464451
530,2,1,TOKEN,a100-80gb_1,674.2112310260674,676.1552003437512
530,2,0,PROMPT,a100-80gb_0,668.9610754699943,668.9711195622148
530,2,1,TOKEN,a100-80gb_0,668.9711195622148,676.8916347241255
530,2,0,PROMPT,a100-80gb_1,668.9576035230251,668.9676363321603
530,2,1,TOKEN,a100-80gb_1,668.9676363321603,677.1931765652679
530,2,0,PROMPT,a100-80gb_0,667.9527990299603,667.9628759634369
530,2,1,TOKEN,a100-80gb_0,671.9618159326487,681.3901168003115
530,2,0,PROMPT,a100-80gb_0,674.1719038321437,674.1819704826923
530,2,1,TOKEN,a100-80gb_0,676.8916347241255,685.5560046574178
530,2,0,PROMPT,a100-80gb_1,675.216424624457,675.2264888669781
530,2,1,TOKEN,a100-80gb_1,677.1931765652679,687.3653435361318
530,2,0,PROMPT,a100-80gb_0,685.5560046574178,685.5660670829498
530,2,1,TOKEN,a100-80gb_0,685.5660670829498,688.2648052588933
530,2,0,PROMPT,a100-80gb_0,671.9618159326487,671.9718483482334
