response_times,queue_times,ttft_times,tbt_times,nth_token_overheads,prompt_sizes,token_sizes
0.0,1.0,1.010027020348275,-0.0011938853668419327,0.0,25,846
0.0,1.010034877093517,1.0200728926951115,-0.001506754642090268,0.0,649,677
0.0,1.0,1.0100438182992093,-0.005642702895526309,0.0,858,179
0.0,1.0,1.0100277247727263,-0.001863519787403554,0.0,240,542
0.0,1.0,1.010034248048214,-0.0034472158636457816,0.0,643,293
0.0,1.0,1.0100273873042624,-0.002186206466026542,0.0,137,462
0.0,1.0046690154131284,1.014717068650043,-0.0011840339190782299,0.0,854,857
0.0,1.0,1.010048714706727,-0.0012785426768439582,0.0,968,790
0.0,1.0,1.0100282119755093,-0.0015586855123078847,0.0,430,648
0.0,1.0,1.010033090715524,-0.0013431291099940477,0.0,617,752
0.0,1.0,1.0100410139931455,-0.0013083432823745409,0.0,795,772
0.0,1.0,1.010034025484174,-0.001035932333829922,0.0,638,975
0.0,1.0,1.0100272464193267,-0.0014106525787979424,0.0,94,716
0.0,1.0,1.0100288620000129,-0.002190951978308054,0.0,522,461
0.0,1.0,1.0100444414782714,-0.00551936853266815,0.0,872,183
0.0,1.0,1.0100292626151486,-0.0016694698555622292,0.0,531,605
0.0,1.0,1.0100281919856116,-0.005153205061151079,0.0,422,196
0.0,1.0,1.0100511629103721,-0.0015467858543803555,0.0,1023,653
0.0,1.0,1.0100438182992093,-0.0033780729709003655,0.0,858,299
0.0,1.0,1.01005031716727,-0.020613271778923876,0.0,1004,49
0.0,1.0,1.0100273774750121,-0.0011840883674970834,0.0,134,853
0.0,1.007362463407162,1.0174174695426927,-0.007886957128237929,0.0,996,129
0.0,1.0,1.0100407914291054,-0.002679153292915399,0.0,790,377
0.0,1.0,1.0100370523542779,-0.0015142984293167584,0.0,706,667
0.0,1.0,1.0100306870245959,-0.0012125218331627801,0.0,563,833
0.0,1.0,1.0100365627135943,-0.01346715416951459,0.0,695,75
0.0,1.0,1.010032200459591,-0.0017657905602440401,0.0,597,572
0.0,1.0,1.0100452427086566,-0.0012110854229120582,0.0,890,834
