response_times,queue_times,ttft_times,tbt_times,nth_token_overheads,prompt_sizes,token_sizes
0.0,1.0,1.0773314049272447,-0.0019169597952442075,0.0,47,562
0.0,1.0049201278162272,1.2443988622797804,-0.004525086771926474,0.0,666,275
0.0,1.0,1.101548542215605,-0.0012307804940956482,0.0,206,895
0.0,1.0132827084255283,1.0983524935065248,-0.005255275088547965,0.0,52,209
0.0,1.0,1.1576445435328058,-0.0011427882956888506,0.0,421,1013
0.0,1.0341016101008158,1.1787150930321246,-0.0011834488885864706,0.0,334,996
0.0,1.0536398608595974,1.3754807303073662,-0.0020317292914436725,0.0,1004,677
0.0,1.0489048218473016,1.1809133619502745,-0.0026359673257818628,0.0,295,448
0.0,1.0,1.0924099998426442,-0.0014261227151992743,0.0,146,766
0.0,1.0,1.1635209737557943,-0.018180015214934286,0.0,441,64
0.0,1.0056920127725846,1.3141702939485924,-0.0032052933998746157,0.0,950,410
0.0,1.0,1.2950377840914058,-0.0014231184440564898,0.0,1013,910
0.0,1.0247708448669925,1.1334637619821137,-0.035420742561941054,0.0,193,32
0.0,1.0128648644671898,1.3366493831181288,-0.01882604764955111,0.0,1012,71
0.0,1.0,1.2638952229951883,-0.002289665259049254,0.0,872,552
0.0,1.0304984978720881,1.265118109327716,-0.0037429529861766745,0.0,646,338
0.0,1.0,1.225243108159475,-0.0031018812864796836,0.0,697,395
0.0,1.0,1.1726294406014404,-0.009854028912617146,0.0,472,119
0.0,1.0,1.1682221179341923,-0.00469165509210519,0.0,457,249
0.0,1.0,1.099720833741003,-0.003491177249971438,0.0,194,315
0.0,1.0462896562613082,1.352095419782927,-0.0013996846995682473,0.0,939,966
0.0,1.0,1.1050516501252332,-0.0017596363855497345,0.0,229,628
0.0,1.0022763598085476,1.2597338494014139,-0.002015574159042262,0.0,740,625
0.0,1.0225663816548263,1.2812386519996721,-0.019711363876918034,0.0,742,65
0.0,1.0212161461809615,1.1871610708217304,-0.003157343273462049,0.0,400,376
0.0,1.0,1.1453040400645023,-0.0024316433971645485,0.0,379,471
0.0,1.054097149608424,1.2804562519506248,-0.002353779874909237,0.0,611,544
0.0,1.0282126146393011,1.3148248422796769,-0.0018570972348583006,0.0,858,708
0.0,1.0,1.0927146179217289,-0.005546774710262583,0.0,148,197
0.0,1.0,1.1848240395027005,-0.020081763381401704,0.0,514,59
0.0,1.0,1.1579383650439468,-0.010431877162558079,0.0,422,111
0.0,1.003217903496818,1.1130836002164415,-0.0011220600808633482,0.0,200,992
0.0,1.0197086944992293,1.230518603216069,-0.018644221260849532,0.0,548,66
0.0,1.0,1.2407039540937603,-0.035448684402678864,0.0,767,35
0.0,1.016733790815863,1.2464942792635725,-0.0019880291535304185,0.0,626,627
0.0,1.0024950631875527,1.242459709951845,-0.013217656488849415,0.0,668,94
0.0,1.0,1.2959212610019222,-0.003999756978400994,0.0,1017,324
0.0,1.0,1.1397214313526547,-0.0014228731976937013,0.0,360,801
0.0,1.0247505414446323,1.2023307979269475,-0.02404661595853895,0.0,435,50
