request_id,completion_time,response_time,ttft,workload_type,utility,model_type
573,248.37059788984357,3.3407162875183474,1.0143345869826987,prod,1,C
573,248.3936400403329,7.3482755858850055,1.4709522490157667,prod,1,C
637,248.40730917288099,6.54067279184784,1.018705093751862,dev,1,D
573,248.42522797671256,4.247359150354356,1.0150118500855,prod,1,C
294,248.4977795326597,10.130577492355968,1.0181019431870482,dev,1,D
257,248.55777665610282,6.342955765262531,1.011042061373871,prod,1,C
294,248.72668451497753,1.9780176131102394,1.0149812969820573,dev,1,D
637,248.79110932759602,2.8522871701347015,1.5569859500760401,dev,1,D
294,248.91970740142514,3.402550555176049,1.0160018496106602,dev,1,D
127,248.97918131297521,57.475808539953135,30.500928306723296,prod,1,A
294,249.053355207444,2.304688305576718,1.0198920910139293,dev,1,D
637,249.0585077040952,4.684641651670205,1.0206096405474625,dev,1,D
245,249.08811487436753,4.088114874367534,1.013194958131777,prod,3,D
389,249.3697928031417,2.44366200609727,1.0173988386824533,prod,1,D
637,249.38201020780303,3.8148987395478855,1.0130875531730226,dev,1,D
573,249.42810504029455,6.439389455910856,1.0100296741016166,prod,1,C
107,249.5278753399849,16.343648270859973,1.0152609659324696,prod,1,C
637,249.6590666436993,1.6275554750354218,1.016308083237817,dev,1,D
294,249.66342221316785,11.265465743536453,1.6424791611998444,dev,1,D
294,249.71753495482488,1.8549921321463785,1.019924794875294,dev,1,D
257,249.85658530899684,9.396560844720256,1.0171558567975865,prod,1,C
637,249.94968232923938,4.480141504874581,1.0177729213737052,dev,1,D
573,249.99449621409124,5.8166273877330354,1.010056923159624,prod,1,C
573,250.07625412573898,8.016250018128318,6.235301776358057,prod,1,C
242,250.15354688544764,8.15354688544764,1.0206100511269653,prod,3,C
107,250.18258333512378,2.8508916792632704,1.0161935299491063,prod,1,C
637,250.40899674416144,5.531124220311142,1.019232783061625,dev,1,D
294,250.4777402168196,5.410637918794151,1.017370679293549,dev,1,D
294,250.53135840908254,9.121355090175257,1.0103871752904183,dev,1,D
637,250.67713382325675,2.936936335153348,1.0187538901082291,dev,1,D
257,250.7135372290769,10.25351276480032,1.0100613605566195,prod,1,C
637,250.79509437702578,4.341033395699014,1.0100279346154935,dev,1,D
573,250.85765538777358,5.293644064933602,1.010641453251793,prod,1,C
106,250.89001635716994,76.29093121716247,49.688225857306975,prod,1,A
389,250.91332813300306,9.185414352974163,1.016614103244308,prod,1,D
257,250.93394711633798,5.893083940421064,1.0100447942745063,prod,1,C
107,250.95743457729836,3.134950928057009,1.0162054671544922,prod,1,C
294,250.97793658027155,4.164928137210836,1.0135949276644851,dev,1,D
