request_id,completion_time,response_time,ttft,workload_type,utility,model_type
590,600.0717053846065,10.071705384606503,1.010027020348275,prod,3,D
169,600.3369772345994,10.059769321297495,3.6024930533815223,dev,1,C
458,600.3545787978048,11.361336120335636,1.0152683852602422,dev,1,C
458,600.3589952963358,10.45586340819034,8.7732567326251,dev,1,C
283,600.5411085117864,13.076792567525331,1.0161842988487706,dev,1,C
169,600.7291783209108,10.451970407608883,4.7057742561216855,dev,1,C
169,600.7702599732346,3.747640462949903,1.0193139125703965,dev,1,C
598,600.904841585371,2.9048415853709457,1.169498794140054,prod,3,A
593,601.2693996121319,8.269399612131906,1.0200728926951115,prod,3,D
980,601.3522344257862,19.703836188556807,7.1952710369009765,prod,1,C
169,601.4834260310366,18.43834855151613,1.013088103943005,dev,1,C
458,601.5985338462232,16.664697990524132,5.368894077595769,dev,1,C
458,601.7874482673852,24.022614833787998,11.424861324221865,dev,1,C
458,601.8768682260749,12.697252093859788,1.0190525911579016,dev,1,C
169,601.9126124100745,17.326966480848228,5.701632799860931,dev,1,C
169,601.9476306818403,4.35601126931374,3.1887087844386315,dev,1,C
641,602.0898185980278,1.7352398002229847,1.0141226535521355,dev,1,C
458,602.3531849708672,8.378512135394885,1.0152314317965647,dev,1,C
283,602.43700609127,10.700552670767593,1.0100296939779128,dev,1,C
283,602.4892059037244,13.790249996223793,1.017697770961945,dev,1,C
169,603.0284126585336,1.1158002484590952,1.0174665251375927,dev,1,C
641,603.1596960940622,6.5698121262510085,1.0102226411971742,dev,1,C
169,603.1664659327221,13.109076007871408,11.865281656664592,dev,1,C
169,603.5008334953409,6.478213985056186,1.016099410103152,dev,1,C
283,603.7972430000788,14.668854367464633,3.963097591183555,dev,1,C
169,603.8434457837775,8.508567957325909,1.0142138884790484,dev,1,C
641,604.5252537314841,7.935369763672952,1.0200839349574835,dev,1,C
458,604.6264631695095,16.196481760324104,13.367531827839343,dev,1,C
283,604.7210151385281,28.091710785354962,8.851798402287613,dev,1,C
169,604.8506044666398,19.728586474330427,1.0131126918571454,dev,1,C
283,605.4350349031413,17.605975720925585,3.7198185243953503,dev,1,C
641,605.4430432326146,5.084047936278807,1.0195654314937883,dev,1,C
283,605.6313638150996,1.8341208150208104,1.014669511985744,dev,1,C
169,605.7327572572034,1.8893114734258916,1.0152300835218284,dev,1,C
553,605.8892573887322,52.889257388732176,1.1409323540613059,prod,3,A
641,606.1319720198582,5.7729767235223335,1.0100911746046677,dev,1,C
169,606.1798648065693,10.64632048137264,1.0113218528822472,dev,1,C
